Reading Inverted Index
Reading Queries and Computing Scores
3 Q0 1613 21 5.31427745743464 Corpora
3 Q0 2182 22 5.191615674333436 Corpora
3 Q0 2660 23 5.148522487448754 Corpora
3 Q0 2557 24 5.102498609112697 Corpora
3 Q0 1367 25 5.064447245630476 Corpora
3 Q0 1795 26 4.983073777062326 Corpora
3 Q0 1468 27 4.9789906013884995 Corpora
3 Q0 2401 28 4.948010109371624 Corpora
3 Q0 2895 29 4.922871301137722 Corpora
3 Q0 2952 30 4.827927446854279 Corpora
3 Q0 2342 31 4.826592300376235 Corpora
3 Q0 2851 32 4.709326108197897 Corpora
3 Q0 2865 33 4.704774915593224 Corpora
3 Q0 3059 34 4.611498232649141 Corpora
3 Q0 3073 35 4.544178839441205 Corpora
3 Q0 2195 36 4.506452008798133 Corpora
3 Q0 46 37 4.46244687332227 Corpora
3 Q0 2289 38 4.453733646853855 Corpora
3 Q0 2570 39 4.4205671456462055 Corpora
3 Q0 2080 40 4.383603036510818 Corpora
3 Q0 2175 41 4.3526139710392995 Corpora
3 Q0 1846 42 4.272659883577466 Corpora
3 Q0 1569 43 4.234630366138442 Corpora
3 Q0 1747 44 4.139588183158981 Corpora
3 Q0 2838 45 4.06543980490309 Corpora
3 Q0 3044 46 4.0414876785081 Corpora
3 Q0 3194 47 3.8412581149713563 Corpora
3 Q0 2740 48 3.782180793577914 Corpora
3 Q0 2311 49 3.6816561550730333 Corpora
3 Q0 2727 50 3.659932158547652 Corpora
3 Q0 1854 51 3.6486892140058633 Corpora
3 Q0 1008 52 3.638463027580607 Corpora
3 Q0 1380 53 3.5550475134625743 Corpora
3 Q0 2060 54 3.412255035181046 Corpora
3 Q0 1200 55 3.3991877498281595 Corpora
3 Q0 2514 56 3.344206705479924 Corpora
3 Q0 1471 57 3.326272817860022 Corpora
3 Q0 1957 58 3.280411673605812 Corpora
3 Q0 3175 59 3.2489409953509965 Corpora
3 Q0 1554 60 3.222582865569266 Corpora
3 Q0 2114 61 3.172844175697651 Corpora
3 Q0 1341 62 3.156974588205189 Corpora
3 Q0 1603 63 3.1094951374164594 Corpora
3 Q0 1960 64 3.078627704372036 Corpora
3 Q0 1536 65 3.063422664677511 Corpora
3 Q0 2376 66 2.9192440688634074 Corpora
3 Q0 320 67 2.9055691397249426 Corpora
3 Q0 1959 68 2.9010501477770516 Corpora
3 Q0 2515 69 2.828364641422053 Corpora
3 Q0 2898 70 2.691251515281489 Corpora
3 Q0 2723 71 2.5903907586396047 Corpora
3 Q0 1325 72 2.5901079797586117 Corpora
3 Q0 3120 73 2.568655515161252 Corpora
3 Q0 2967 74 2.5475554898407973 Corpora
3 Q0 1409 75 2.3452723464548835 Corpora
3 Q0 2497 76 2.2598263317832994 Corpora
3 Q0 1928 77 2.165165383723907 Corpora
3 Q0 2692 78 1.979607673253225 Corpora
3 Q0 2430 79 0.639232853861655 Corpora
3 Q0 371 80 0.6351085070634519 Corpora
3 Q0 1559 81 0.6339063562203577 Corpora
3 Q0 2090 82 0.6269409249995455 Corpora
3 Q0 1539 83 0.6258202851259954 Corpora
3 Q0 2042 84 0.6207866304808157 Corpora
3 Q0 2146 85 0.6147372753493077 Corpora
3 Q0 199 86 0.6102516197103351 Corpora
3 Q0 2884 87 0.6079717401077693 Corpora
3 Q0 2630 88 0.6062745181123621 Corpora
3 Q0 2679 89 0.601872839637309 Corpora
3 Q0 2520 90 0.5995171497698625 Corpora
3 Q0 2767 91 0.5992419993806354 Corpora
3 Q0 2509 92 0.5974709960908257 Corpora
3 Q0 1560 93 0.5943590505121109 Corpora
3 Q0 1990 94 0.5943590505121109 Corpora
3 Q0 2348 95 0.5943590505121109 Corpora
3 Q0 2283 96 0.5934832657311467 Corpora
3 Q0 2417 97 0.5912793542851943 Corpora
3 Q0 1961 98 0.5896499109652239 Corpora
3 Q0 2863 99 0.5871329173466812 Corpora
3 Q0 2510 100 0.5852147252374927 Corpora
3 Q0 2490 101 0.5841274615871636 Corpora
3 Q0 3151 102 0.5827442336284567 Corpora
3 Q0 2031 103 0.5825591307366562 Corpora
3 Q0 2030 104 0.58212986641915 Corpora
3 Q0 2903 105 0.581710643595209 Corpora
3 Q0 2657 106 0.581710643595209 Corpora
3 Q0 2902 107 0.5813883982069475 Corpora
3 Q0 1946 108 0.580937853997503 Corpora
3 Q0 2325 109 0.580681631404235 Corpora
3 Q0 2120 110 0.5792732403965211 Corpora
3 Q0 2472 111 0.5792732403965211 Corpora
3 Q0 2419 112 0.5763475108725492 Corpora
3 Q0 2209 113 0.576282860574992 Corpora
3 Q0 2950 114 0.5758397403238638 Corpora
3 Q0 1842 115 0.5734511867363903 Corpora
3 Q0 1967 116 0.5734511867363903 Corpora
3 Q0 1863 117 0.5677449990186648 Corpora
3 Q0 2904 118 0.5676822641423163 Corpora
3 Q0 3006 119 0.5657849972493277 Corpora
3 Q0 1504 120 0.5657849972493277 Corpora
3 Q0 2263 121 0.5653946197182399 Corpora
3 Q0 2222 122 0.5649342793612869 Corpora
3 Q0 2223 123 0.5649342793612869 Corpora
3 Q0 2043 124 0.5649342793612869 Corpora
3 Q0 2335 125 0.5649342793612869 Corpora
3 Q0 1980 126 0.5649342793612869 Corpora
3 Q0 2362 127 0.5649342793612869 Corpora
3 Q0 1919 128 0.5649342793612869 Corpora
3 Q0 1954 129 0.5649342793612869 Corpora
3 Q0 3037 130 0.5643010823824685 Corpora
3 Q0 2094 131 0.5631870704668409 Corpora
3 Q0 2530 132 0.5621512525119338 Corpora
3 Q0 2464 133 0.5621512525119338 Corpora
3 Q0 1729 134 0.5621512525119338 Corpora
3 Q0 1796 135 0.5621512525119338 Corpora
3 Q0 1540 136 0.562089747678092 Corpora
3 Q0 2862 137 0.5612735180829025 Corpora
3 Q0 2273 138 0.5611479254100854 Corpora
3 Q0 2110 139 0.5602296172208777 Corpora
3 Q0 3166 140 0.5602296172208777 Corpora
3 Q0 2118 141 0.5593955112089589 Corpora
3 Q0 2133 142 0.5593955112089589 Corpora
3 Q0 1880 143 0.5593955112089589 Corpora
3 Q0 2028 144 0.5593955112089589 Corpora
3 Q0 2783 145 0.5593955112089589 Corpora
3 Q0 2769 146 0.5593346078744253 Corpora
3 Q0 2226 147 0.5593346078744253 Corpora
3 Q0 2855 148 0.5587746626105894 Corpora
3 Q0 2426 149 0.5566666561375658 Corpora
3 Q0 2098 150 0.5566666561375658 Corpora
3 Q0 2143 151 0.5539642957369161 Corpora
3 Q0 2415 152 0.5539642957369161 Corpora
3 Q0 1734 153 0.5539642957369161 Corpora
3 Q0 1858 154 0.5530296395065435 Corpora
3 Q0 2444 155 0.5512880460128289 Corpora
3 Q0 1968 156 0.5512880460128289 Corpora
3 Q0 2513 157 0.5485789468912671 Corpora
3 Q0 1072 158 0.5472635042569797 Corpora
3 Q0 1386 159 0.5448999778478754 Corpora
3 Q0 2435 160 0.5442377523917391 Corpora
3 Q0 2134 161 0.5433547577514518 Corpora
3 Q0 1551 162 0.5425128135911048 Corpora
3 Q0 3069 163 0.5424746236866941 Corpora
3 Q0 1097 164 0.5408367287901164 Corpora
3 Q0 2837 165 0.5407797993332352 Corpora
3 Q0 3071 166 0.5407684148800282 Corpora
3 Q0 2366 167 0.5387260395402729 Corpora
3 Q0 1679 168 0.5382103359991297 Corpora
3 Q0 1658 169 0.5344479269743913 Corpora
3 Q0 1924 170 0.5340125668969598 Corpora
3 Q0 3154 171 0.5336869642863621 Corpora
3 Q0 3141 172 0.5331993041744938 Corpora
3 Q0 2963 173 0.5326904402580119 Corpora
3 Q0 2916 174 0.5325495746491864 Corpora
3 Q0 2954 175 0.530719480005892 Corpora
3 Q0 2766 176 0.530719480005892 Corpora
3 Q0 1594 177 0.5307085151864841 Corpora
3 Q0 2004 178 0.5307085151864841 Corpora
3 Q0 2388 179 0.5307085151864841 Corpora
3 Q0 3132 180 0.5307012055585825 Corpora
3 Q0 2936 181 0.5297230728360338 Corpora
3 Q0 3085 182 0.5287412833261408 Corpora
3 Q0 3106 183 0.5287412833261408 Corpora
3 Q0 3055 184 0.5282626155815917 Corpora
3 Q0 2880 185 0.5274667590450752 Corpora
3 Q0 2285 186 0.5274667590450752 Corpora
3 Q0 2701 187 0.5266193099927023 Corpora
3 Q0 802 188 0.5259899011572318 Corpora
3 Q0 3187 189 0.5258822183693499 Corpora
3 Q0 1392 190 0.5246196757624585 Corpora
3 Q0 2185 191 0.5226351697719359 Corpora
3 Q0 743 192 0.5211852067819616 Corpora
3 Q0 938 193 0.5211852067819616 Corpora
3 Q0 926 194 0.5211852067819616 Corpora
3 Q0 924 195 0.5211852067819616 Corpora
3 Q0 709 196 0.5211852067819616 Corpora
3 Q0 716 197 0.5211852067819616 Corpora
3 Q0 714 198 0.5211852067819616 Corpora
3 Q0 579 199 0.5211852067819616 Corpora
3 Q0 306 200 0.5211852067819616 Corpora
3 Q0 305 201 0.5211852067819616 Corpora
3 Q0 565 202 0.5211852067819616 Corpora
3 Q0 790 203 0.5211852067819616 Corpora
3 Q0 783 204 0.5211852067819616 Corpora
3 Q0 774 205 0.5211852067819616 Corpora
3 Q0 1125 206 0.5211852067819616 Corpora
3 Q0 2007 207 0.5211852067819616 Corpora
3 Q0 817 208 0.5211852067819616 Corpora
3 Q0 227 209 0.5211852067819616 Corpora
3 Q0 427 210 0.5211852067819616 Corpora
3 Q0 843 211 0.5211852067819616 Corpora
3 Q0 127 212 0.5211852067819616 Corpora
3 Q0 686 213 0.5211852067819616 Corpora
3 Q0 663 214 0.5211852067819616 Corpora
3 Q0 1074 215 0.5211852067819616 Corpora
3 Q0 487 216 0.5211852067819616 Corpora
3 Q0 473 217 0.5211852067819616 Corpora
3 Q0 2453 218 0.5191199074479781 Corpora
3 Q0 2997 219 0.5186584940048405 Corpora
3 Q0 746 220 0.5164674955381476 Corpora
3 Q0 745 221 0.5164674955381476 Corpora
3 Q0 740 222 0.5164674955381476 Corpora
3 Q0 341 223 0.5164674955381476 Corpora
3 Q0 933 224 0.5164674955381476 Corpora
3 Q0 542 225 0.5164674955381476 Corpora
3 Q0 739 226 0.5164674955381476 Corpora
3 Q0 340 227 0.5164674955381476 Corpora
3 Q0 923 228 0.5164674955381476 Corpora
3 Q0 922 229 0.5164674955381476 Corpora
3 Q0 513 230 0.5164674955381476 Corpora
3 Q0 514 231 0.5164674955381476 Corpora
3 Q0 328 232 0.5164674955381476 Corpora
3 Q0 326 233 0.5164674955381476 Corpora
3 Q0 1449 234 0.5164674955381476 Corpora
3 Q0 521 235 0.5164674955381476 Corpora
3 Q0 523 236 0.5164674955381476 Corpora
3 Q0 703 237 0.5164674955381476 Corpora
3 Q0 707 238 0.5164674955381476 Corpora
3 Q0 577 239 0.5164674955381476 Corpora
3 Q0 302 240 0.5164674955381476 Corpora
3 Q0 969 241 0.5164674955381476 Corpora
3 Q0 569 242 0.5164674955381476 Corpora
3 Q0 562 243 0.5164674955381476 Corpora
3 Q0 563 244 0.5164674955381476 Corpora
3 Q0 564 245 0.5164674955381476 Corpora
3 Q0 995 246 0.5164674955381476 Corpora
3 Q0 781 247 0.5164674955381476 Corpora
3 Q0 782 248 0.5164674955381476 Corpora
3 Q0 784 249 0.5164674955381476 Corpora
3 Q0 787 250 0.5164674955381476 Corpora
3 Q0 789 251 0.5164674955381476 Corpora
3 Q0 506 252 0.5164674955381476 Corpora
3 Q0 773 253 0.5164674955381476 Corpora
3 Q0 504 254 0.5164674955381476 Corpora
3 Q0 509 255 0.5164674955381476 Corpora
3 Q0 508 256 0.5164674955381476 Corpora
3 Q0 1660 257 0.5164674955381476 Corpora
3 Q0 501 258 0.5164674955381476 Corpora
3 Q0 500 259 0.5164674955381476 Corpora
3 Q0 2511 260 0.5164674955381476 Corpora
3 Q0 1193 261 0.5164674955381476 Corpora
3 Q0 1124 262 0.5164674955381476 Corpora
3 Q0 1123 263 0.5164674955381476 Corpora
3 Q0 1127 264 0.5164674955381476 Corpora
3 Q0 385 265 0.5164674955381476 Corpora
3 Q0 375 266 0.5164674955381476 Corpora
3 Q0 374 267 0.5164674955381476 Corpora
3 Q0 377 268 0.5164674955381476 Corpora
3 Q0 376 269 0.5164674955381476 Corpora
3 Q0 356 270 0.5164674955381476 Corpora
3 Q0 359 271 0.5164674955381476 Corpora
3 Q0 805 272 0.5164674955381476 Corpora
3 Q0 803 273 0.5164674955381476 Corpora
3 Q0 609 274 0.5164674955381476 Corpora
3 Q0 212 275 0.5164674955381476 Corpora
3 Q0 418 276 0.5164674955381476 Corpora
3 Q0 620 277 0.5164674955381476 Corpora
3 Q0 811 278 0.5164674955381476 Corpora
3 Q0 812 279 0.5164674955381476 Corpora
3 Q0 228 280 0.5164674955381476 Corpora
3 Q0 610 281 0.5164674955381476 Corpora
3 Q0 809 282 0.5164674955381476 Corpora
3 Q0 613 283 0.5164674955381476 Corpora
3 Q0 420 284 0.5164674955381476 Corpora
3 Q0 422 285 0.5164674955381476 Corpora
3 Q0 445 286 0.5164674955381476 Corpora
3 Q0 132 287 0.5164674955381476 Corpora
3 Q0 456 288 0.5164674955381476 Corpora
3 Q0 460 289 0.5164674955381476 Corpora
3 Q0 465 290 0.5164674955381476 Corpora
3 Q0 2237 291 0.5164674955381476 Corpora
3 Q0 898 292 0.5164674955381476 Corpora
3 Q0 648 293 0.5164674955381476 Corpora
3 Q0 664 294 0.5164674955381476 Corpora
3 Q0 1094 295 0.5164674955381476 Corpora
3 Q0 1075 296 0.5164674955381476 Corpora
3 Q0 1076 297 0.5164674955381476 Corpora
3 Q0 1061 298 0.5164674955381476 Corpora
3 Q0 2590 299 0.5164674955381476 Corpora
3 Q0 1060 300 0.5164674955381476 Corpora
3 Q0 1056 301 0.5164674955381476 Corpora
3 Q0 471 302 0.5164674955381476 Corpora
3 Q0 1240 303 0.5164674955381476 Corpora
3 Q0 1952 304 0.5164674955381476 Corpora
3 Q0 1227 305 0.5164674955381476 Corpora
3 Q0 902 306 0.5164674955381476 Corpora
3 Q0 255 307 0.5164674955381476 Corpora
3 Q0 1694 308 0.5163290787672052 Corpora
3 Q0 2674 309 0.5153686922053534 Corpora
3 Q0 1873 310 0.5140376375585325 Corpora
3 Q0 284 311 0.51283126237921 Corpora
3 Q0 338 312 0.5118344265300664 Corpora
3 Q0 744 313 0.5118344265300664 Corpora
3 Q0 934 314 0.5118344265300664 Corpora
3 Q0 939 315 0.5118344265300664 Corpora
3 Q0 738 316 0.5118344265300664 Corpora
3 Q0 512 317 0.5118344265300664 Corpora
3 Q0 516 318 0.5118344265300664 Corpora
3 Q0 324 319 0.5118344265300664 Corpora
3 Q0 713 320 0.5118344265300664 Corpora
3 Q0 712 321 0.5118344265300664 Corpora
3 Q0 520 322 0.5118344265300664 Corpora
3 Q0 711 323 0.5118344265300664 Corpora
3 Q0 710 324 0.5118344265300664 Corpora
3 Q0 700 325 0.5118344265300664 Corpora
3 Q0 701 326 0.5118344265300664 Corpora
3 Q0 702 327 0.5118344265300664 Corpora
3 Q0 576 328 0.5118344265300664 Corpora
3 Q0 976 329 0.5118344265300664 Corpora
3 Q0 978 330 0.5118344265300664 Corpora
3 Q0 308 331 0.5118344265300664 Corpora
3 Q0 307 332 0.5118344265300664 Corpora
3 Q0 970 333 0.5118344265300664 Corpora
3 Q0 309 334 0.5118344265300664 Corpora
3 Q0 587 335 0.5118344265300664 Corpora
3 Q0 588 336 0.5118344265300664 Corpora
3 Q0 1600 337 0.5118344265300664 Corpora
3 Q0 555 338 0.5118344265300664 Corpora
3 Q0 1203 339 0.5118344265300664 Corpora
3 Q0 566 340 0.5118344265300664 Corpora
3 Q0 2774 341 0.5118344265300664 Corpora
3 Q0 994 342 0.5118344265300664 Corpora
3 Q0 505 343 0.5118344265300664 Corpora
3 Q0 502 344 0.5118344265300664 Corpora
3 Q0 1177 345 0.5118344265300664 Corpora
3 Q0 1375 346 0.5118344265300664 Corpora
3 Q0 384 347 0.5118344265300664 Corpora
3 Q0 389 348 0.5118344265300664 Corpora
3 Q0 387 349 0.5118344265300664 Corpora
3 Q0 386 350 0.5118344265300664 Corpora
3 Q0 1342 351 0.5118344265300664 Corpora
3 Q0 1343 352 0.5118344265300664 Corpora
3 Q0 370 353 0.5118344265300664 Corpora
3 Q0 372 354 0.5118344265300664 Corpora
3 Q0 1175 355 0.5118344265300664 Corpora
3 Q0 1356 356 0.5118344265300664 Corpora
3 Q0 1357 357 0.5118344265300664 Corpora
3 Q0 1318 358 0.5118344265300664 Corpora
3 Q0 159 359 0.5118344265300664 Corpora
3 Q0 151 360 0.5118344265300664 Corpora
3 Q0 1322 361 0.5118344265300664 Corpora
3 Q0 178 362 0.5118344265300664 Corpora
3 Q0 172 363 0.5118344265300664 Corpora
3 Q0 1300 364 0.5118344265300664 Corpora
3 Q0 810 365 0.5118344265300664 Corpora
3 Q0 428 366 0.5118344265300664 Corpora
3 Q0 611 367 0.5118344265300664 Corpora
3 Q0 808 368 0.5118344265300664 Corpora
3 Q0 423 369 0.5118344265300664 Corpora
3 Q0 424 370 0.5118344265300664 Corpora
3 Q0 431 371 0.5118344265300664 Corpora
3 Q0 430 372 0.5118344265300664 Corpora
3 Q0 125 373 0.5118344265300664 Corpora
3 Q0 128 374 0.5118344265300664 Corpora
3 Q0 448 375 0.5118344265300664 Corpora
3 Q0 449 376 0.5118344265300664 Corpora
3 Q0 139 377 0.5118344265300664 Corpora
3 Q0 459 378 0.5118344265300664 Corpora
3 Q0 466 379 0.5118344265300664 Corpora
3 Q0 469 380 0.5118344265300664 Corpora
3 Q0 687 381 0.5118344265300664 Corpora
3 Q0 1522 382 0.5118344265300664 Corpora
3 Q0 882 383 0.5118344265300664 Corpora
3 Q0 1513 384 0.5118344265300664 Corpora
3 Q0 873 385 0.5118344265300664 Corpora
3 Q0 874 386 0.5118344265300664 Corpora
3 Q0 871 387 0.5118344265300664 Corpora
3 Q0 899 388 0.5118344265300664 Corpora
3 Q0 649 389 0.5118344265300664 Corpora
3 Q0 662 390 0.5118344265300664 Corpora
3 Q0 665 391 0.5118344265300664 Corpora
3 Q0 667 392 0.5118344265300664 Corpora
3 Q0 1481 393 0.5118344265300664 Corpora
3 Q0 29 394 0.5118344265300664 Corpora
3 Q0 1452 395 0.5118344265300664 Corpora
3 Q0 1077 396 0.5118344265300664 Corpora
3 Q0 1059 397 0.5118344265300664 Corpora
3 Q0 2563 398 0.5118344265300664 Corpora
3 Q0 2562 399 0.5118344265300664 Corpora
3 Q0 1004 400 0.5118344265300664 Corpora
3 Q0 1296 401 0.5118344265300664 Corpora
3 Q0 1297 402 0.5118344265300664 Corpora
3 Q0 486 403 0.5118344265300664 Corpora
3 Q0 484 404 0.5118344265300664 Corpora
3 Q0 1283 405 0.5118344265300664 Corpora
3 Q0 472 406 0.5118344265300664 Corpora
3 Q0 2792 407 0.5118344265300664 Corpora
3 Q0 499 408 0.5118344265300664 Corpora
3 Q0 290 409 0.5118344265300664 Corpora
3 Q0 498 410 0.5118344265300664 Corpora
3 Q0 1054 411 0.5118344265300664 Corpora
3 Q0 1041 412 0.5118344265300664 Corpora
3 Q0 1239 413 0.5118344265300664 Corpora
3 Q0 1228 414 0.5118344265300664 Corpora
3 Q0 1018 415 0.5118344265300664 Corpora
3 Q0 900 416 0.5118344265300664 Corpora
3 Q0 1586 417 0.5117324611226074 Corpora
3 Q0 742 418 0.5072837421129607 Corpora
3 Q0 741 419 0.5072837421129607 Corpora
3 Q0 737 420 0.5072837421129607 Corpora
3 Q0 541 421 0.5072837421129607 Corpora
3 Q0 543 422 0.5072837421129607 Corpora
3 Q0 732 423 0.5072837421129607 Corpora
3 Q0 311 424 0.5072837421129607 Corpora
3 Q0 921 425 0.5072837421129607 Corpora
3 Q0 2100 426 0.5072837421129607 Corpora
3 Q0 715 427 0.5072837421129607 Corpora
3 Q0 706 428 0.5072837421129607 Corpora
3 Q0 580 429 0.5072837421129607 Corpora
3 Q0 552 430 0.5072837421129607 Corpora
3 Q0 1202 431 0.5072837421129607 Corpora
3 Q0 1648 432 0.5072837421129607 Corpora
3 Q0 1639 433 0.5072837421129607 Corpora
3 Q0 992 434 0.5072837421129607 Corpora
3 Q0 993 435 0.5072837421129607 Corpora
3 Q0 507 436 0.5072837421129607 Corpora
3 Q0 766 437 0.5072837421129607 Corpora
3 Q0 769 438 0.5072837421129607 Corpora
3 Q0 1191 439 0.5072837421129607 Corpora
3 Q0 2461 440 0.5072837421129607 Corpora
3 Q0 1376 441 0.5072837421129607 Corpora
3 Q0 1377 442 0.5072837421129607 Corpora
3 Q0 1128 443 0.5072837421129607 Corpora
3 Q0 1129 444 0.5072837421129607 Corpora
3 Q0 360 445 0.5072837421129607 Corpora
3 Q0 1174 446 0.5072837421129607 Corpora
3 Q0 1156 447 0.5072837421129607 Corpora
3 Q0 352 448 0.5072837421129607 Corpora
3 Q0 1355 449 0.5072837421129607 Corpora
3 Q0 807 450 0.5072837421129607 Corpora
3 Q0 1317 451 0.5072837421129607 Corpora
3 Q0 158 452 0.5072837421129607 Corpora
3 Q0 152 453 0.5072837421129607 Corpora
3 Q0 1321 454 0.5072837421129607 Corpora
3 Q0 1320 455 0.5072837421129607 Corpora
3 Q0 160 456 0.5072837421129607 Corpora
3 Q0 623 457 0.5072837421129607 Corpora
3 Q0 621 458 0.5072837421129607 Corpora
3 Q0 419 459 0.5072837421129607 Corpora
3 Q0 624 460 0.5072837421129607 Corpora
3 Q0 814 461 0.5072837421129607 Corpora
3 Q0 614 462 0.5072837421129607 Corpora
3 Q0 425 463 0.5072837421129607 Corpora
3 Q0 832 464 0.5072837421129607 Corpora
3 Q0 838 465 0.5072837421129607 Corpora
3 Q0 837 466 0.5072837421129607 Corpora
3 Q0 446 467 0.5072837421129607 Corpora
3 Q0 869 468 0.5072837421129607 Corpora
3 Q0 453 469 0.5072837421129607 Corpora
3 Q0 455 470 0.5072837421129607 Corpora
3 Q0 468 471 0.5072837421129607 Corpora
3 Q0 140 472 0.5072837421129607 Corpora
3 Q0 685 473 0.5072837421129607 Corpora
3 Q0 2640 474 0.5072837421129607 Corpora
3 Q0 885 475 0.5072837421129607 Corpora
3 Q0 886 476 0.5072837421129607 Corpora
3 Q0 876 477 0.5072837421129607 Corpora
3 Q0 1500 478 0.5072837421129607 Corpora
3 Q0 645 479 0.5072837421129607 Corpora
3 Q0 639 480 0.5072837421129607 Corpora
3 Q0 2612 481 0.5072837421129607 Corpora
3 Q0 1556 482 0.5072837421129607 Corpora
3 Q0 2026 483 0.5072837421129607 Corpora
3 Q0 1090 484 0.5072837421129607 Corpora
3 Q0 1093 485 0.5072837421129607 Corpora
3 Q0 1092 486 0.5072837421129607 Corpora
3 Q0 1080 487 0.5072837421129607 Corpora
3 Q0 1081 488 0.5072837421129607 Corpora
3 Q0 1492 489 0.5072837421129607 Corpora
3 Q0 1057 490 0.5072837421129607 Corpora
3 Q0 289 491 0.5072837421129607 Corpora
3 Q0 470 492 0.5072837421129607 Corpora
3 Q0 2793 493 0.5072837421129607 Corpora
3 Q0 244 494 0.5072837421129607 Corpora
3 Q0 247 495 0.5072837421129607 Corpora
3 Q0 1241 496 0.5072837421129607 Corpora
3 Q0 260 497 0.5072837421129607 Corpora
3 Q0 1221 498 0.5072837421129607 Corpora
3 Q0 1229 499 0.5072837421129607 Corpora
3 Q0 1220 500 0.5072837421129607 Corpora
3 Q0 258 501 0.5072837421129607 Corpora
3 Q0 904 502 0.5072837421129607 Corpora
3 Q0 257 503 0.5072837421129607 Corpora
3 Q0 903 504 0.5072837421129607 Corpora
3 Q0 905 505 0.5072837421129607 Corpora
3 Q0 901 506 0.5072837421129607 Corpora
3 Q0 2128 507 0.507150203554658 Corpora
3 Q0 3065 508 0.5071335161780984 Corpora
3 Q0 1910 509 0.505652025669193 Corpora
3 Q0 344 510 0.5028132642247617 Corpora
3 Q0 936 511 0.5028132642247617 Corpora
3 Q0 736 512 0.5028132642247617 Corpora
3 Q0 544 513 0.5028132642247617 Corpora
3 Q0 547 514 0.5028132642247617 Corpora
3 Q0 519 515 0.5028132642247617 Corpora
3 Q0 518 516 0.5028132642247617 Corpora
3 Q0 522 517 0.5028132642247617 Corpora
3 Q0 907 518 0.5028132642247617 Corpora
3 Q0 570 519 0.5028132642247617 Corpora
3 Q0 708 520 0.5028132642247617 Corpora
3 Q0 965 521 0.5028132642247617 Corpora
3 Q0 1607 522 0.5028132642247617 Corpora
3 Q0 554 523 0.5028132642247617 Corpora
3 Q0 772 524 0.5028132642247617 Corpora
3 Q0 770 525 0.5028132642247617 Corpora
3 Q0 771 526 0.5028132642247617 Corpora
3 Q0 777 527 0.5028132642247617 Corpora
3 Q0 775 528 0.5028132642247617 Corpora
3 Q0 779 529 0.5028132642247617 Corpora
3 Q0 1192 530 0.5028132642247617 Corpora
3 Q0 2441 531 0.5028132642247617 Corpora
3 Q0 1189 532 0.5028132642247617 Corpora
3 Q0 1597 533 0.5028132642247617 Corpora
3 Q0 2460 534 0.5028132642247617 Corpora
3 Q0 1126 535 0.5028132642247617 Corpora
3 Q0 373 536 0.5028132642247617 Corpora
3 Q0 1370 537 0.5028132642247617 Corpora
3 Q0 369 538 0.5028132642247617 Corpora
3 Q0 357 539 0.5028132642247617 Corpora
3 Q0 804 540 0.5028132642247617 Corpora
3 Q0 2013 541 0.5028132642247617 Corpora
3 Q0 622 542 0.5028132642247617 Corpora
3 Q0 813 543 0.5028132642247617 Corpora
3 Q0 815 544 0.5028132642247617 Corpora
3 Q0 816 545 0.5028132642247617 Corpora
3 Q0 426 546 0.5028132642247617 Corpora
3 Q0 840 547 0.5028132642247617 Corpora
3 Q0 444 548 0.5028132642247617 Corpora
3 Q0 2238 549 0.5028132642247617 Corpora
3 Q0 467 550 0.5028132642247617 Corpora
3 Q0 684 551 0.5028132642247617 Corpora
3 Q0 680 552 0.5028132642247617 Corpora
3 Q0 883 553 0.5028132642247617 Corpora
3 Q0 2638 554 0.5028132642247617 Corpora
3 Q0 2639 555 0.5028132642247617 Corpora
3 Q0 641 556 0.5028132642247617 Corpora
3 Q0 1562 557 0.5028132642247617 Corpora
3 Q0 668 558 0.5028132642247617 Corpora
3 Q0 659 559 0.5028132642247617 Corpora
3 Q0 1537 560 0.5028132642247617 Corpora
3 Q0 1538 561 0.5028132642247617 Corpora
3 Q0 1478 562 0.5028132642247617 Corpora
3 Q0 1499 563 0.5028132642247617 Corpora
3 Q0 1005 564 0.5028132642247617 Corpora
3 Q0 1269 565 0.5028132642247617 Corpora
3 Q0 299 566 0.5028132642247617 Corpora
3 Q0 1242 567 0.5028132642247617 Corpora
3 Q0 1040 568 0.5028132642247617 Corpora
3 Q0 264 569 0.5028132642247617 Corpora
3 Q0 1019 570 0.5028132642247617 Corpora
3 Q0 1020 571 0.5028132642247617 Corpora
3 Q0 1021 572 0.5028132642247617 Corpora
3 Q0 906 573 0.5028132642247617 Corpora
3 Q0 259 574 0.5028132642247617 Corpora
3 Q0 1218 575 0.5028132642247617 Corpora
3 Q0 2819 576 0.5026656739936899 Corpora
3 Q0 2598 577 0.502649280427347 Corpora
3 Q0 1294 578 0.5012101348756266 Corpora
3 Q0 3118 579 0.49974679607087974 Corpora
3 Q0 2200 580 0.4993661154089471 Corpora
3 Q0 935 581 0.49842089091007774 Corpora
3 Q0 347 582 0.49842089091007774 Corpora
3 Q0 511 583 0.49842089091007774 Corpora
3 Q0 510 584 0.49842089091007774 Corpora
3 Q0 517 585 0.49842089091007774 Corpora
3 Q0 524 586 0.49842089091007774 Corpora
3 Q0 1451 587 0.49842089091007774 Corpora
3 Q0 301 588 0.49842089091007774 Corpora
3 Q0 967 589 0.49842089091007774 Corpora
3 Q0 966 590 0.49842089091007774 Corpora
3 Q0 567 591 0.49842089091007774 Corpora
3 Q0 568 592 0.49842089091007774 Corpora
